Alert_ID,lat,lng,diseases,place_name,country,date,cases,link,Type,summary
8727752,40.22682953,-3.649569988,Hepatitis A,"Madrid, Madrid, Spain",Spain,10/2/2025,3,https://www.elperiodicodearagon.com/aragon/2025/10/02/brote-hepatitis-zaragoza-afecta-menor-122201735.html,,"An outbreak of hepatitis A has occurred in Zaragoza, Spain. The outbreak has led to confirmed cases, including a young child. Public health officials have issued recommendations to prevent further spread, such as vaccination and promoting good hygiene practices. Hepatitis A is a contagious liver infection spread through contaminated food, water, or direct contact. Symptoms can vary in severity, and while most people recover fully, it's important to take preventative measures."
8727751,55.15370178,-115.0048981,Measles,"Alberta, Canada",Canada,10/2/2025,1,https://www.cbc.ca/news/canada/calgary/premature-baby-dies-of-measles-in-alberta-outbreak-s-1st-death-1.7649692,,"Alberta has reported its first death related to a measles outbreak that began earlier in the year. The death involved a baby born prematurely after the mother contracted measles during pregnancy. Health officials are urging vaccination, especially for those planning to become pregnant, as measles can pose serious risks to vulnerable populations. The province has been running a public awareness campaign to encourage immunization."
8727683,-23.32209969,143.964798,Measles,"Queensland, Australia, Australia",Australia,9/30/2025,22,https://reliefweb.int/map/world/epidemic-and-emerging-disease-alerts-pacific-30-september-2025,,An ongoing measles outbreak is occurring in Australia. Public health alerts have been issued in multiple regions due to confirmed cases and potential exposure sites. Individuals are advised to monitor for symptoms and seek medical advice if necessary.
8727679,30.92099953,34.86510086,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,9/30/2025,1700,https://www.timesofisrael.com/liveblog_entry/437-hospitalized-with-measles-39-in-icus-amid-outbreak-that-started-in-may/,,"An outbreak of measles has led to hospitalizations and intensive care admissions. The Health Ministry reports that the number of unvaccinated children in certain areas has increased since a previous outbreak. Funding has been allocated to address the outbreak, but there are challenges in vaccination efforts, including long lines and a shortage of nurses. Increased vaccination rates have been observed in some areas."
8727665,32.73180008,-89.73639679,Whooping Cough,"Mississippi, United States",United States,9/29/2025,115,https://www.wapt.com/article/mississippi-baby-dies-from-whooping-cough/68116075,,"A baby in Mississippi has died from whooping cough. The state's health officer emphasized the importance of vaccinations to protect infants and children from preventable diseases. Whooping cough is a highly contagious respiratory illness that can be fatal, particularly for infants."
8727644,3.901160002,-73.07337189,Chicken Pox,"Bogotá, Cundinamarca, Colombia",Colombia,9/28/2025,0,https://www.infobae.com/colombia/2025/09/28/por-brote-de-varicela-tuvieron-que-cerrar-pabellon-de-la-carcel-modelo-en-bucaramanga-otros-tres-permanecen-restringidos/,,"A prison in Bucaramanga has closed a section due to a recent outbreak of chickenpox, leading to isolation measures. This situation is compounded by an increase in tuberculosis cases in other sections, prompting health alerts and restrictions. Overcrowding and poor sanitary conditions are identified as contributing factors, hindering effective disease control. Authorities are considering stricter measures due to the evolving health risks, and a lack of infrastructure improvements has exacerbated the situation. The health department is preparing a report and planning an inter-institutional meeting to address the crisis and develop a contingency plan."
8727629,31.75,35,Measles,"Jerusalem, Jerusalem District, Israel",Israel,9/28/2025,3,https://www.jpost.com/health-and-wellness/article-868769,,"A measles outbreak in Israel has resulted in multiple deaths, with several fatalities occurring within a short period. The Health Ministry has issued a warning about the highly contagious nature of the disease and its potential for severe complications, particularly among vulnerable populations. The disease spreads through the air and can cause symptoms such as fever, cough, and rash. Vaccination efforts are underway in affected areas."
8727557,-10.77311039,-53.08982086,Measles,Brazil,Brazil,9/25/2025,2,https://g1.globo.com/mt/mato-grosso/noticia/2025/09/24/moradores-de-mt-sao-diagnosticados-com-sarampo-apos-viagem-a-bolivia.ghtml,,"Residents of Mato Grosso were diagnosed with measles after traveling to Bolivia. The State Health Department reported that the patients are not in danger and the situation is under control. The infected individuals had not been vaccinated and had recently traveled to Bolivia, where they were exposed to the disease. The city of Primavera do Leste has increased vaccination efforts in response to the cases."
8727678,-12.29528999,17.54467964,Measles,"Luanda, Luanda Province, Angola",Angola,9/23/2025,6000,https://sapo.pt/artigo/angola-soma-mais-de-6-000-casos-de-sarampo-desde-janeiro-68d2ea3823be918d8749e59d,,Measles cases have been reported in Angola in 2025. The National Immunization Program is working to increase vaccination coverage and address community taboos about the disease. The goal is to increase routine vaccination rates and implement vaccination campaigns.
8727646,15.12703991,101.0173569,Respiratory Syncytial Virus,"Bangkok, Bangkok, Thailand",Thailand,9/23/2025,3000,https://www.bangkokpost.com/thailand/general/3109092/alert-sounds-over-surge-in-flu-rsv-dengue-fever-cases,,"Thailand's Public Health Ministry is concerned about a rise in respiratory illnesses and dengue fever cases. Health officials attribute the increase to erratic weather conditions and emphasize the importance of personal health precautions, especially for vulnerable groups. The ministry recommends preventive measures such as wearing masks in public."
8721547,57.98,61.96,Hepatitis A,"Yekaterinburg, Sverdlovsk Oblast, Russia",Russia,9/22/2025,1,https://ku66.ru/news/v_sverdlovskoy_oblasti/shest_detey_zaboleli_gepatitom_a_v_tsyganskom_posyelke_ekaterinburga,,"In a Romani settlement in Yekaterinburg, an outbreak of hepatitis A has occurred, affecting children from a single family. Public health officials have taken measures to prevent further spread, including vaccinations for those nearby and issuing instructions for preventative actions. Vaccination is highlighted as the most effective protection against the disease. Additionally, a new national registry provides state support for those who have recovered from hepatitis."
8727510,-2.38,23.57,Measles,"Lomami, Democratic Republic of the Congo, Democratic Republic of the Congo",Democratic Republic of the Congo,9/21/2025,8,https://actualite.cd/2025/09/21/lomami-forte-recrudescence-de-mpox-rougeole-et-cholera-plus-de-1400-cas-suspects,,"Multiple epidemics, including mpox, measles, and cholera, are experiencing a resurgence in Lomami Province. Local health authorities are alarmed by the situation and are urging the public to take precautions to prevent further spread."
